"#","Class Name","Schedule","Program","Gender","Age Range","Max Enroll","Current Enroll","Openings","Trials","Make Ups","Price"
"669","INT_9:00am PBUB","M   - 09:00 AM - 09:30 AM","Swim Classes","C","3 - 4","4","0","4","0","0","$ 246.00"
"670","INT_9:00am GLD 1/2/3","M   - 09:00 AM - 09:45 AM","Swim Classes","C","","8","1","7","0","0","$ 246.00"
"671","INT_9:00am GLD 1/2/3","M   - 09:00 AM - 09:45 AM","Swim Classes","C","","8","1","7","0","0","$ 246.00"
"672","INT_9:00am GLD 1/2/3","M   - 09:00 AM - 09:45 AM Tu  - 09:00 AM - 09:45 AM W   - 09:00 AM - 09:45 AM Th  - 09:00 PM - 09:45 PM","Swim Classes","C","","8","2","6","0","0","$ 246.00"
"673","INT_9:00am CRL 2/3","M   - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"674","INT_9:00am CRL 2/3","M   - 09:00 AM - 09:45 AM Tu  - 09:00 AM - 09:45 AM W   - 09:00 AM - 09:45 AM Th  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","1","5","0","0","$ 246.00"
"675","INT_9:00am CRL 2/3","M   - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"676","INT_9:00am CRL 2/3","M   - 09:00 AM - 09:45 AM Tu  - 09:00 AM - 09:45 AM W   - 09:00 AM - 09:45 AM Th  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"677","INT_9:00am CRL 1","M   - 09:00 AM - 09:45 AM","Swim Classes","C","","6","1","5","0","0","$ 246.00"
"678","INT_9:00am CRL 1","M   - 09:00 AM - 09:45 AM Tu  - 09:00 AM - 09:45 AM W   - 09:00 AM - 09:45 AM Th  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","1","5","0","0","$ 246.00"
"679","INT_9:00am BUB 2/3","M   - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"680","INT3_9:00am SPR/RCR/CHL/MST","M   - 09:00 AM - 10:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"681","INT3_9:00am CHL/MST","M   - 09:00 AM - 10:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"682","INT3_9:00am BUB 2/3","M   - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"683","INT3_11:30am BUB 2/3","M   - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"684","INT3_11:30am BUB 1","M   - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"685","INT3_11:15am GLD 1/2/3","M   - 11:15 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"686","INT3_11:15am CRL 2/3","M   - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"687","INT3_11:15am CRL 1","M   - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"688","INT3_11:00am SPR/RCR","M   - 11:00 AM - 12:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"689","INT3_11:00am BUB 2/3","M   - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"690","INT3_11:00am BUB 1","M   - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"691","INT3_10:30am GLD 1/2/3","M   - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"692","INT3_10:30am GLD 1/2/3","M   - 10:30 PM - 11:15 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"693","INT3_10:30am CRL 1/2/3","M   - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"694","INT3_10:30am CRL 1","M   - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"695","INT3_10:30am BUB 2/3","M   - 10:30 AM - 11:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"696","INT3_10:00am SPR/RCR","M   - 10:00 AM - 11:00 AM","Swim Classes","C","","12","1","11","0","0","$ 270.00"
"697","INT3_10:00am CHL/MST","M   - 10:00 AM - 11:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"698","INT3_10:00am BUB 2/3","M   - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"699","INT3_10:00am BUB 1","M   - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"700","INT2_9:00am CHL/MST","M   - 09:00 AM - 10:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"701","INT2_9:00am CHL/MST","M   - 09:00 AM - 10:00 AM Tu  - 09:00 AM - 10:00 AM W   - 09:00 AM - 10:00 AM Th  - 09:00 AM - 10:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"702","INT2_9:00am BUB 2/3","M   - 09:00 AM - 09:30 AM Tu  - 09:00 AM - 09:30 AM W   - 09:00 AM - 09:30 AM Th  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"703","INT2_11:30am BUB 2/3","M   - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"704","INT2_11:30am BUB 1","M   - 11:30 AM - 12:00 PM","Swim Classes","C","","4","2","2","0","0","$ 246.00"
"705","INT2_11:15am GLD 1/2/3","M   - 11:15 AM - 12:00 PM Tu  - 11:15 AM - 12:00 PM W   - 11:15 AM - 12:00 PM Th  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"706","INT2_11:15am CRL 2/3","M   - 11:15 AM - 12:00 PM Tu  - 11:15 AM - 12:00 PM W   - 11:15 AM - 12:00 PM Th  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"707","INT2_11:15am CRL 1","M   - 11:15 AM - 12:00 PM Tu  - 11:15 AM - 12:00 PM W   - 11:15 AM - 12:00 PM Th  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","1","5","0","0","$ 246.00"
"708","INT2_11:00am SPR/RCR","M   - 11:00 AM - 12:00 PM Tu  - 11:00 AM - 12:00 PM W   - 11:00 AM - 12:00 PM Th  - 11:00 AM - 12:00 PM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"709","INT2_11:00am BUB 2/3","M   - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"710","INT2_11:00am BUB 1","M   - 11:00 AM - 11:30 AM Tu  - 11:00 AM - 11:30 AM W   - 11:00 AM - 11:30 AM Th  - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"711","INT2_10:30am GLD 1/2/3","M   - 10:30 AM - 11:15 AM Tu  - 10:30 AM - 11:15 AM W   - 10:30 AM - 11:15 AM Th  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"712","INT2_10:30am CRL 2/3","M   - 10:30 AM - 11:15 AM Tu  - 10:30 AM - 11:15 AM W   - 10:30 AM - 11:15 AM Th  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"713","INT2_10:30am CRL 1","M   - 10:30 AM - 11:15 AM Tu  - 10:30 AM - 11:15 AM W   - 10:30 AM - 11:15 AM Th  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"714","INT2_10:30am BUB 2/3","M   - 10:30 AM - 11:00 AM","Swim Classes","C","","4","1","3","0","0","$ 246.00"
"715","INT2_10:30am BUB 1","M   - 10:30 AM - 11:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"716","INT2_10:00am SPR/RCR","M   - 10:00 AM - 11:00 AM Tu  - 10:00 AM - 11:00 AM W   - 10:00 AM - 11:00 AM Th  - 10:00 AM - 11:00 AM","Swim Classes","C","","12","1","11","0","0","$ 270.00"
"717","INT2_10:00am CHL/MST","M   - 10:00 AM - 11:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"718","INT2_10:00am BUB 2/3","M   - 10:00 AM - 10:30 AM Tu  - 10:00 AM - 10:30 AM W   - 10:00 AM - 10:30 AM Th  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"719","INT2_10:00am BUB 2/3","M   - 10:00 AM - 10:30 AM Tu  - 10:00 AM - 10:30 AM W   - 10:00 AM - 10:30 AM Th  - 10:00 PM - 10:30 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"720","INT1_9:00am CHL/MST","M   - 09:00 AM - 10:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"721","INT1_9:00am BUB 2/3","M   - 09:00 AM - 09:30 AM Tu  - 09:00 AM - 09:30 AM W   - 09:00 AM - 09:30 AM Th  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"722","INT1_11:30am BUB 2/3","M   - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"723","INT1_11:30am BUB 1","M   - 11:30 AM - 12:00 PM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"724","INT1_11:15am GLD 1/2/3","M   - 11:15 AM - 12:00 PM Tu  - 11:15 AM - 12:00 PM W   - 11:15 AM - 12:00 PM Th  - 11:15 AM - 12:00 PM","Swim Classes","C","","8","1","7","0","0","$ 246.00"
"725","INT1_11:15am CRL 2/3","M   - 11:15 AM - 12:00 PM Tu  - 11:15 AM - 12:00 PM W   - 11:15 AM - 12:00 PM Th  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"726","INT1_11:15am CRL 1","M   - 11:15 AM - 12:00 PM Tu  - 11:15 AM - 12:00 PM W   - 11:15 AM - 12:00 PM Th  - 11:15 AM - 12:00 PM","Swim Classes","C","","6","1","5","0","0","$ 246.00"
"727","INT1_11:00am SPR/RCR","M   - 11:00 AM - 12:00 PM Tu  - 11:00 AM - 12:00 PM W   - 11:00 AM - 12:00 PM Th  - 11:00 AM - 12:00 PM","Swim Classes","C","","12","2","10","0","0","$ 270.00"
"728","INT1_11:00am CHL/MST","M   - 11:00 AM - 12:00 PM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"729","INT1_11:00am BUB 2/3","M   - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"730","INT1_11:00am BUB 1","M   - 11:00 AM - 11:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"731","INT1_10:30am GLD 1/2/3","M   - 10:30 AM - 11:15 AM Tu  - 10:30 PM - 11:15 PM W   - 10:30 AM - 11:15 AM Th  - 10:30 AM - 11:15 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"732","INT1_10:30am CRL 2/3","M   - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"733","INT1_10:30am CRL 1","M   - 10:30 AM - 11:15 AM Tu  - 10:30 AM - 11:15 AM W   - 10:30 AM - 11:15 AM Th  - 10:30 AM - 11:15 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"734","INT1_10:30am BUB 2/3","M   - 10:30 AM - 11:00 AM Tu  - 10:30 AM - 11:00 AM W   - 10:30 AM - 11:00 AM Th  - 10:30 AM - 11:00 AM","Swim Classes","C","","4","1","3","0","0","$ 246.00"
"735","INT1_10:30am BUB 1","M   - 10:30 AM - 11:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"736","INT1_10:00am SPR/RCR","M   - 10:00 AM - 11:00 AM Tu  - 10:00 AM - 11:00 AM W   - 10:00 AM - 11:00 AM Th  - 10:00 AM - 11:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"737","INT1_10:00am CHL/MST","M   - 10:00 AM - 11:00 AM","Swim Classes","C","","14","0","14","0","0","$ 270.00"
"738","INT1_10:00am BUB 2/3","M   - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"739","INT1_10:00am BUB 1","M   - 10:00 AM - 10:30 AM Tu  - 10:00 AM - 10:30 AM W   - 10:00 AM - 10:30 AM Th  - 10:00 AM - 10:30 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"740","Fri_7:30pm BUB 2/3","F   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"741","Fri_7:30pm BUB 1","F   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"742","Fri_7:15pm CRL 1/2","F   - 07:00 PM - 07:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"743","Fri_7:00pm SPR/RCR","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"744","Fri_7:00pm GLD 1/2/3","F   - 07:00 PM - 07:45 PM","Swim Classes","C","","8","1","7","0","0","$ 226.00"
"745","Fri_7:00pm BUB 2/3","F   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"746","Fri_7:00pm BUB 1","F   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"747","Fri_7:00pm ADT","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"748","Fri_6:30pm BUB 2/3","F   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"749","Fri_6:15pm CRL 1","F   - 06:15 PM - 07:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"750","Fri_6:00pm SPR/RCR","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"751","Fri_6:00pm GLD 1/2/3","F   - 06:15 PM - 07:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"752","Fri_6:00pm CRL 2/3","F   - 06:00 PM - 06:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"753","Fri_6:00pm CHL/MST","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"754","Fri_6:00pm BUB 2/3","F   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"755","Fri_5:30pm BUB 2/3","F   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"756","Fri_5:30pm BUB 1","F   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"757","Fri_5:15pm GLD 1/2/3","F   - 05:30 PM - 06:15 PM","Swim Classes","C","","8","1","7","0","0","$ 226.00"
"758","Fri_5:15pm CRL 2/3","F   - 05:15 PM - 06:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"759","Fri_5:00pm SPR/RCR","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"760","Fri_5:00pm PBUB","F   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"761","Fri_5:00pm CHL/MST","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","1","13","0","0","$ 248.00"
"762","Fri_5:00 pm BUB 2/3","F   - 05:00 PM - 05:30 PM","Swim Classes","C","","0","0","","0","0","$ 226.00"
"763","Fri_4:30pm PBUB","F   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"764","Fri_4:30pm GLD 1/2/3","F   - 04:30 PM - 05:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"765","Fri_4:30pm CRL 2/3","F   - 04:30 PM - 05:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"766","Fri_4:30pm CRL 1","F   - 04:30 PM - 05:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"767","Fri_4:00pm BUB 1","F   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"768","Fri_3:45pm SPR/RCR","F   - 03:45 PM - 04:45 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"769","Fri_3:45pm GLD 1/2/3","F   - 03:45 PM - 04:30 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"770","Fri_3:45pm CRL 2/3","F   - 03:45 PM - 04:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"771","Fri_3:45pm CRL 1","F   - 03:45 PM - 04:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"772","Fri_3:45pm CHL/MST","F   - 03:45 PM - 04:45 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"773","Fri_3:30pm BUB 1","F   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"774","Fri_3:00pm GLD 1/2/3","F   - 03:00 PM - 03:45 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"775","Fri_3:00pm CRL 2/3","F   - 03:00 PM - 03:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"776","Fri_3:00pm CRL 1","F   - 03:00 PM - 03:45 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"777","Fri_3:00pm BUB 2/3","F   - 03:00 PM - 03:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"778","Fri_3:00pm BUB 1","F   - 03:00 PM - 03:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"779","Fri 7:30pm BU1","F   - 07:30 PM - 08:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"780","Fri 7:15pm GL1/2/3","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"781","Fri 7:15pm CR1/2","F   - 07:15 PM - 08:00 PM","Swim Classes","C","","6","1","5","0","0","$ 226.00"
"782","Fri 7:00pm SPR/RCR","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"783","Fri 7:00pm BU2/3","F   - 07:00 PM - 07:30 PM","Swim Classes","C","","4","2","2","0","0","$ 226.00"
"784","Fri 7:00pm ADT","F   - 07:00 PM - 08:00 PM","Swim Classes","C","","7","1","6","0","0","$ 248.00"
"785","Fri 6:30pm GL1/2/3","F   - 06:30 PM - 07:15 PM","Swim Classes","C","","8","1","7","0","0","$ 226.00"
"786","Fri 6:30pm CR1/2/3","F   - 06:30 PM - 07:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"787","Fri 6:30pm BU1/2/3","F   - 06:30 PM - 07:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"788","Fri 6:00pm SPR/RCR","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","12","3","9","0","0","$ 248.00"
"789","Fri 6:00pm CHL/MST","F   - 06:00 PM - 07:00 PM","Swim Classes","C","","14","2","12","0","0","$ 248.00"
"790","Fri 6:00pm BU1/2","F   - 06:00 PM - 06:30 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"791","Fri 5:45pm GL1/2/3","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"792","Fri 5:45pm CR2/3","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","1","5","0","0","$ 226.00"
"793","Fri 5:45pm CR1","F   - 05:45 PM - 06:30 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"794","Fri 5:30pm BU2/3","F   - 05:30 PM - 06:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"795","Fri 5:00pm SPR/RCR","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","12","1","11","0","0","$ 248.00"
"796","Fri 5:00pm PBUB","F   - 05:00 PM - 05:30 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"797","Fri 5:00pm GL1/2/3","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","8","2","6","0","0","$ 226.00"
"798","Fri 5:00pm CR2/3","F   - 05:00 PM - 05:45 PM","Swim Classes","C","","6","1","5","0","0","$ 226.00"
"799","Fri 5:00pm CHL/MST","F   - 05:00 PM - 06:00 PM","Swim Classes","C","","14","0","14","0","0","$ 248.00"
"800","Fri 4:30pm BU2/3","F   - 04:30 PM - 05:00 PM","Swim Classes","C","","4","1","3","0","0","$ 226.00"
"801","Fri 4:15pm GL1/2/3","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"802","Fri 4:15pm CR2/3","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"803","Fri 4:15pm CR1","F   - 04:15 PM - 05:00 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"804","Fri 4:00pm SPR/RCR","F   - 04:00 PM - 05:00 PM","Swim Classes","C","","12","0","12","0","0","$ 248.00"
"805","Fri 4:00pm BU1/2","F   - 04:00 PM - 04:30 PM","Swim Classes","C","","4","2","2","0","0","$ 226.00"
"806","Fri 3:30pm GL1/2/3","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","8","0","8","0","0","$ 226.00"
"807","Fri 3:30pm CR1/2/3","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","1","5","0","0","$ 226.00"
"808","Fri 3:30pm CR1","F   - 03:30 PM - 04:15 PM","Swim Classes","C","","6","0","6","0","0","$ 226.00"
"809","Fri 3:30pm BU2/3","F   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"810","Fri 3:30pm BU1","F   - 03:30 PM - 04:00 PM","Swim Classes","C","","4","0","4","0","0","$ 226.00"
"811","9am CRL 2/3","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"812","9:45 PM CRL 1","Su  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"813","9:45 GLD 2/3","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","8","5","3","0","0","$ 306.00"
"814","9:45 GLD 1/2/3","Su  - 09:45 PM - 10:30 PM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"815","9:45 GLD 1/2/3","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","8","7","1","0","0","$ 314.00"
"816","9:45 CRL 2/3 ","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","3","3","0","0","$ 306.00"
"817","9:45 CRL 1","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","6","0","0","0","$ 306.00"
"818","9:45 AM GLD 2/3 ","Su  - 09:45 AM - 10:30 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"819","9:45 AM GLD 2/3 ","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"820","9:45 AM GLD 1","Su  - 09:45 AM - 10:30 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"821","9:45 AM GLD 1 ","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","8","0","8","0","0","$ 246.00"
"822","9:45 AM CRL 2/3 ","Su  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"823","9:45 AM CRL 2/3 ","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"824","9:45 AM CRL 1","Sa  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","0","6","0","0","$ 246.00"
"825","9:45 AM CR2/3","Su  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","5","1","0","0","$ 306.00"
"826","9:45 AM CR1","Su  - 09:45 AM - 10:30 AM","Swim Classes","C","","6","4","2","0","0","$ 306.00"
"827","9:30 BUB1","Su  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","1","3","0","0","$ 306.00"
"828","9:30 BUB 2/3","Sa  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","4","0","0","0","$ 306.00"
"829","9:30 BUB 1/2","Sa  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","6","-2","0","0","$ 306.00"
"830","9:30 AM PBUB ","Sa  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"831","9:30 AM PBUB","Su  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"832","9:30 AM BUB2/3 ","Su  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"833","9:30 AM BUB1","Su  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","1","3","0","0","$ 306.00"
"834","9:30 AM BUB 2/3 ","Su  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"835","9:30 AM BUB 2/3 ","Sa  - 09:30 AM - 10:00 AM","Swim Classes","C","","4","0","4","0","0","$ 246.00"
"836","9:00 SPR/ RCR1","Su  - 09:00 AM - 10:00 AM","Swim Classes","C","","12","7","5","0","0","$ 336.00"
"837","9:00 SPR/ RCR","F   - 09:00 AM - 10:00 AM","Swim Classes","C","","12","0","12","0","0","$ 336.00"
"838","9:00 SPR/ RCR","Sa  - 09:00 AM - 10:00 AM","Swim Classes","C","","12","19","-7","0","0","$ 306.00"
"839","9:00 PBUB","F   - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"840","9:00 PBUB ","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","5","-1","0","0","$ 306.00"
"841","9:00 GLD2/3","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"842","9:00 GLD 2/3","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","3","5","0","0","$ 306.00"
"843","9:00 GLD 1","F   - 09:00 AM - 09:45 AM","Swim Classes","C","","8","0","8","0","0","$ 306.00"
"844","9:00 GLD 1","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","7","1","0","0","$ 306.00"
"845","9:00 GLD 1","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","8","4","4","0","0","$ 306.00"
"846","9:00 CRL 2/3","F   - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 306.00"
"847","9:00 CRL 2/3","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 306.00"
"848","9:00 CRL 2/3","Su  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 306.00"
"849","9:00 CRL 1","F   - 09:00 AM - 09:45 AM","Swim Classes","C","","6","0","6","0","0","$ 306.00"
"850","9:00 CR 1","Sa  - 09:00 AM - 09:45 AM","Swim Classes","C","","6","8","-2","0","0","$ 306.00"
"851","9:00 CHL/MST","Sa  - 09:00 AM - 10:00 AM","Swim Classes","C","","14","10","4","0","0","$ 336.00"
"852","9:00 BUB 2/3","F   - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"853","9:00 BUB 1/2/3","Su  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","0","4","0","0","$ 306.00"
"854","9:00 BU2/3","Sa  - 09:00 AM - 09:30 AM","Swim Classes","C","","4","6","-2","0","0","$ 306.00"
"855","9:00 AM SPR/RCR","Su  - 09:00 AM - 10:00 AM","Swim Classes","C","","12","0","12","0","0","$ 336.00"
"856","9:00 AM SPR/RCR ","Su  - 09:00 AM - 10:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
"857","9:00 AM SPR/RCR","Sa  - 09:00 AM - 10:00 AM","Swim Classes","C","","12","0","12","0","0","$ 270.00"
